name,Borough
57 St & 37 Ave,Queens
85 St & Northern Blvd,Queens
Eastern Pkwy & Franklin Ave (NE Corner),Brooklyn
102 St & 34 Ave,Queens
West End Ave & W 60 St,Manhattan
60 Ave & Junction Blvd,Queens
Pinehurst Ave & W 187 St,Manhattan
Grant Ave & MLK Dr,Other
Ash St & Manhattan Ave,Brooklyn
W 54 St & 6 Ave,Manhattan
36 St & 3 Ave,Brooklyn
Crown St & Troy Ave,Brooklyn
Crescent Ave & Belmont Ave,Bronx
Riverside Dr E & W 155 St,Manhattan
96 St & Northern Blvd,Queens
Pacific St & Rochester Ave,Brooklyn
5 St & Market St,Brooklyn
St Nicholas Ave & W 134 St,Manhattan
N 5 St & Northside Piers,Brooklyn
MacDonough St & Malcolm X Blvd,Brooklyn
E Burnside Ave & Ryer Ave,Bronx
33 St & 47 Ave,Queens
Jerome Ave & W Fordham Rd,Bronx
Bailey Ave & W 193 St,Bronx
Warren St & W Broadway,Manhattan
W 35 St & 9 Ave,Manhattan
58 St & 56 Dr,Queens
43 St & 37 Ave,Queens
104 St & Northern Blvd,Queens
61 St & Queens Blvd,Queens
Lafayette Ave & Franklin Ave,Brooklyn
Front St & Pine St,Manhattan
W 180 St & Fort Washington Ave,Manhattan
Bergen St & 4 Ave,Brooklyn
Borden Ave & Review Ave,Queens
2 St & Park Ave,Other
56 St & Arnold Ave,Queens
Cortelyou Rd & Albany Ave,Brooklyn
E 167 St & Bryant Ave,Bronx
Grand Ave & 55 St,Queens
Marble Hill Ave & W 225 St,Bronx
Marshall St & 2 St,Other
10 Ave & W 204 St,Manhattan
57 Ave & 98 Pl,Queens
Paul Ave & W 205 St,Bronx
Kent St & McGuinness Blvd,Brooklyn
56 Ave & 92 St,Queens
Ogden Ave & W 165 St,Bronx
48 Ave & 37 St,Queens
Christ Hospital,Other
Lafayette Ave & Ft Greene Pl,Brooklyn
Onderdonk Ave & Gates Ave,Queens
32 Ave & 84 St,Queens
Sedgwick Ave & W 195 St,Bronx
Ave D & E 10 St,Manhattan
Frederick Douglass Blvd & W 145 St,Manhattan
E 167 St & Franklin Ave,Bronx
Ocean Pkwy & Church Ave,Brooklyn
Bailey Ave & W 229 St,Bronx
49 Ave & 108 St,Queens
20 Ave & 31 St,Queens
Fresh Pond Rd & Flushing Ave,Queens
W 225 St & Exterior St,Bronx
Grand Concourse & E 181 St,Bronx
Madison St & Forest Ave,Queens
71 St & 37 Ave,Queens
W 12 St & Hudson St,Manhattan
Kingston Ave & Montgomery St,Brooklyn
Taylor St & Bedford Ave,Brooklyn
36 Ave & 31 St,Queens
Lincoln Ave & E 138 St,Bronx
Putnam Ave & Knickerbocker Ave,Brooklyn
W 218 St & Broadway,Manhattan
Bradhurst Ave & W 148 St,Manhattan
Evergreen Ave & Noll St,Brooklyn
Green St & McGuinness Blvd,Brooklyn
E 171 St & Webster Ave,Bronx
E 22 St & 2 Ave,Manhattan
Seaman Ave & Isham St,Manhattan
Jackson Mill Rd & 24 Ave,Queens
55 St & 7 Ave,Brooklyn
Woodside Ave & 55 St,Queens
Borden Ave & 25 St,Queens
Bushwick Ave & Forrest St,Brooklyn
E 163 St & Union Ave,Bronx
Central Park W & W 76 St,Manhattan
Eames Pl & Claflin Ave,Bronx
Greenpoint Ave & 47 St,Queens
Broadway & W 192 St,Manhattan
Prospect Ave & Greenwood Ave,Brooklyn
Oakland Ave,Other
Eastern Pkwy & Franklin Ave (SW Corner),Brooklyn
50 St & Northern Blvd,Queens
South St & Pike St,Manhattan
44 St & 3 Ave,Brooklyn
73 St & 25 Ave,Queens
Lexington Ave & E 36 St,Manhattan
84 St & Roosevelt Ave,Queens
W 145 St & Amsterdam Ave,Manhattan
47 St & 3 Ave,Brooklyn
Peck Slip & South St,Manhattan
E 134 St & Walnut Ave,Bronx
Park Ave & E 42 St,Manhattan
St Marks Ave & Ralph Ave,Brooklyn
24 St & 5 Ave,Brooklyn
Lewis Ave & Fulton St,Brooklyn
Halsey St & Broadway,Brooklyn
Summerfield St & Cypress Ave,Queens
Sterling Pl & New York Ave,Brooklyn
Park Ave & E 179 St,Bronx
Jersey & 3rd,Other
Rutland Rd & Brooklyn Ave,Brooklyn
5 Corners Library,Other
Carlton Ave & Greene Ave,Brooklyn
E 171 St & 3 Ave,Bronx
Freeman St & Reverend James A Polite Ave,Bronx
Thomas S. Boyland St & Macon St,Brooklyn
E 10 St & 2 Ave,Manhattan
Van Cortlandt Park S & Dickinson Ave,Bronx
75 St & Northern Blvd,Queens
Grove St & Fresh Pond Rd,Queens
Winthrop St & Nostrand Ave,Brooklyn
Pearl St & Whitehall St,Manhattan
Benham St & Roosevelt Ave,Queens
Central Park W & W 85 St,Manhattan
Schenectady Ave & President St,Brooklyn
Amsterdam Ave & W 175 St,Manhattan
E 144 St & Brook Ave,Bronx
Cedar St & Myrtle Ave,Brooklyn
W 25 St & 8 Ave,Manhattan
35 St & 21 Ave,Queens
24 St & 38 Ave,Queens
100 St & Northern Blvd,Queens
Fulton Ave & E 168 St,Bronx
67 St & Erik Pl,Brooklyn
76 St & 21 Ave,Queens
29 St & Skillman Ave,Queens
Bleecker St & Crosby St,Manhattan
60 Ave & Otis Ave,Queens
Decatur St & Saratoga Ave,Brooklyn
Pierrepont St & Monroe Pl,Brooklyn
Boston Rd & West Farms Rd,Bronx
92 St & 35 Ave,Queens
93 St & Roosevelt Ave,Queens
New York Ave & Snyder Ave,Brooklyn
Tibbett Ave & W 234 St,Bronx
Bedford Park Blvd & Paul Ave,Bronx
90 St & 32 Ave,Queens
Flatbush Ave & Ocean Ave,Brooklyn
Pacific St & Utica Ave,Brooklyn
Charlotte St & Boston Rd,Bronx
Ditmars Blvd & 94 St,Queens
55 St & Northern Blvd,Queens
39 St & Queens Blvd,Queens
5 Ave & E 72 St,Manhattan
112 St & Northern Blvd,Queens
3 Ave & E 170 St,Bronx
E 48 St & Tilden Ave,Brooklyn
E 50 St & Park Ave,Manhattan
42 St & 1 Ave,Brooklyn
Hudson St & N Moore St,Manhattan
E 2 St & Ave B,Manhattan
E 153 St & E 157 St,Bronx
Maple St & Flatbush Ave,Brooklyn
48 St & Barnett Ave,Queens
79 St & 37 Ave,Queens
4 Ave & 26 St,Brooklyn
Van Buren St & Broadway,Brooklyn
Prospect Park SW & 10 Ave,Brooklyn
57 Rd & 59 St,Queens
30 St & 4 Ave,Brooklyn
72 St & Broadway,Queens
8 St & Washington St,Other
39 Ave & 99 St,Queens
Halsey St & Ralph Ave,Brooklyn
Audubon Ave & W 179 St,Manhattan
E 156 St & Courtlandt Ave,Bronx
W 36 St & 7 Ave,Manhattan
48 St & 5 Ave,Brooklyn
40 St & 3 Ave,Brooklyn
71 Ave & Myrtle Ave,Queens
W 84 St & Amsterdam Ave,Manhattan
Willoughby Ave & Onderdonk Ave,Queens
E 182 St & Grand Concourse,Bronx
95 St & 35 Ave,Queens
6 Ave & W 34 St,Manhattan
Prospect Park SW & 16 St,Brooklyn
Amsterdam Ave & W 186 St,Manhattan
Fairmount Pl & Prospect Ave,Bronx
Central Park W & W 103 St,Manhattan
Grand Ave & W Fordham Rd,Bronx
Dock 72 Way & Market St,Brooklyn
55 St & 5 Ave,Brooklyn
E 13 St & Ave A,Manhattan
W 204 St & Nagle Ave,Manhattan
W 230 St & Marble Hill Ave,Bronx
12 Ave & W 125 St,Manhattan
111 St & 37 Ave,Queens
25 Ave & 85 St,Queens
72 St & Woodside Ave,Queens
White St & Johnson Ave,Brooklyn
Prospect Park SW & Vanderbilt St,Brooklyn
7 Ave & 20 St,Brooklyn
Bushwick Ave & Dekalb Ave,Brooklyn
Broadway & E 21 St,Manhattan
W 47 St & 9 Ave,Manhattan
53 St & Flushing Ave,Queens
4 St & River St,Other
Brooklyn Ave & Prospect Pl,Brooklyn
Lexington Ave & E 128 St,Manhattan
E 161 St & River Ave,Bronx
Dyckman St & Staff St,Manhattan
Jerome Ave & E 164 St,Bronx
Greene Ave & Grandview Ave,Queens
E 165 St & Jerome Ave,Bronx
E Houston St & Columbia St,Manhattan
Audubon Ave & W 192 St,Manhattan
Eldert St & Bushwick Ave,Brooklyn
35 St & 30 Ave,Queens
49 St & 31 Ave,Queens
E 39 St & Lexington Ave,Manhattan
Leonard Gordon Park,Other
Central Ave & Flushing Ave,Brooklyn
23 Ave & 31 St,Queens
3 Ave & Carroll St,Brooklyn
Valentine Ave & E 183 St,Bronx
Water St & Gouverneur Ln,Manhattan
Goulden Ave & W 205 St,Bronx
3 Ave & Franklin Ave,Bronx
Riverside Dr & W 138 St,Manhattan
34 Ave & 89 St,Queens
W 148 St & Amsterdam Ave,Manhattan
111 St & Roosevelt Ave,Queens
76 St & 45 Ave,Queens
48 St & 50 Ave,Queens
46 Rd & 11 St,Queens
Lott St & Erasmus St,Brooklyn
62 St & 34 Ave,Queens
Nelson Ave & W 172 St,Bronx
Grand Concourse & E 166 St,Bronx
Echo Pl & Grand Concourse,Bronx
University Ave & Brandt Pl,Bronx
Lincoln Pl & Nostrand Ave,Brooklyn
E 155 St & Courtlandt Ave,Bronx
Sterling Pl & Rochester Ave,Brooklyn
E 169 St & Webster Ave,Bronx
61 St & 60 Ln,Queens
Buchanan Pl & Grand Ave,Bronx
St Nicholas Ave & W 126 St,Manhattan
1 Ave & E 118 St,Manhattan
Bedford Ave & Fenimore St,Brooklyn
E 58 St & 1 Ave (NW Corner),Manhattan
E 188 St & Creston Ave,Bronx
Albemarle Rd & McDonald Ave,Brooklyn
Windsor Pl & Howard Pl,Brooklyn
32 Ave & 75 St,Queens
Marcy Ave & Lynch St,Brooklyn
Morris Ave & McClellan St,Bronx
Exchange Pl,Other
W 48 St &  Rockefeller Plaza,Manhattan
Irving Ave & Jefferson St,Brooklyn
Broadway & W 153 St,Manhattan
W 111 St & 5 Ave,Manhattan
Louis Nine Blvd & Intervale Ave,Bronx
51 St & Queens Blvd,Queens
Bridge St & York St,Brooklyn
86 St & 37 Ave,Queens
64 St & 3 Ave,Brooklyn
Rugby Rd & Beverley Rd,Brooklyn
E 1 St & Bowery,Manhattan
Bergen Ave & E 152 St,Bronx
Brook Ave & E 148 St,Bronx
1 Ave & E 42 St,Manhattan
21 Ave & 80 St,Queens
Queens Blvd & 56 St,Queens
Cortelyou Rd & E 19 St,Brooklyn
6 Ave & 60 St,Brooklyn
W 186 St & St Nicholas Ave,Manhattan
Margaret Corbin Plz & Ft Washington Ave,Manhattan
Albany Ave & Carroll St,Brooklyn
Caton Ave & E 7 St,Brooklyn
Lafayette Ave & Stuyvesant Ave,Brooklyn
72 St & Northern Blvd,Queens
River St & Newark St,Other
Maple St & Albany Ave,Brooklyn
8 Ave & W 38 St,Manhattan
Woodward Ave & Harman St,Queens
32 Ave & 81 St,Queens
Amsterdam Ave & W 180 St,Manhattan
St Nicholas Ave & W 137 St,Manhattan
46 St & Queens Blvd,Queens
Stanhope St & Fairview Ave,Queens
77 St & 24 Ave,Queens
Page Pl & Grand Ave,Queens
McGinley Square,Other
Claflin Ave & Reservoir Ave,Bronx
E 44 St & Lexington Ave,Manhattan
Washington Ave & E 167 St,Bronx
92 St & Astoria Blvd,Queens
E 161 St & Park Ave,Bronx
Seneca Ave & Decatur St,Queens
Concourse Village West & E 156 St,Bronx
E 12 St & Ave C,Manhattan
E New York Ave & Utica Ave,Brooklyn
Anderson Ave & W 164 St,Bronx
64 St & 53 Dr,Queens
Crotona Park North & Prospect Ave,Bronx
E 5 St & Ave C,Manhattan
Loring Pl North & W 183 St,Bronx
Hoboken Ave at Monmouth St,Other
Central Park W & W 97 St,Manhattan
Eastern Pkwy & Nostrand Ave,Brooklyn
University Ave & W 168 St,Bronx
4 Ave & Shore Road Dr,Brooklyn
Prospect Pl & Howard Ave,Brooklyn
E 170 St & Sheridan Ave,Bronx
Brunswick St,Other
Monmouth & 6th,Other
39 St & 47 Ave,Queens
Broadway & Ellwood St,Manhattan
Monroe St & 11 St,Other
97 St & 57 Ave,Queens
Union Ave & E 169 St,Bronx
W 20 St & 5 Ave,Manhattan
Jackson Ave & 49 Ave,Queens
E 15 St & 5 Ave,Manhattan
Jerome Ave & Ogden Ave,Bronx
Windsor Pl & 8 Ave,Brooklyn
Hancock St & Wyckoff Ave,Queens
53 Ave & 62 St,Queens
Cortelyou Rd & E 34 St,Brooklyn
10 Ave & W 207 St,Manhattan
Grand Concourse & E 164 St,Bronx
W Tremont Ave & Matthewson Rd,Bronx
99 St & 50 Ave,Queens
Beaver St & Fayette St,Brooklyn
Somers St & Broadway,Brooklyn
Thomas S. Boyland St & Fulton St,Brooklyn
E 21 St & Church Ave,Brooklyn
Bergen St & Buffalo Ave,Brooklyn
5 Ave & 44 St,Brooklyn
Inwood Ave & W 170 St,Bronx
Irwin Ave & W 232 St,Bronx
Thomas S. Boyland St & Marion St,Brooklyn
1 Ave & E 38 St,Manhattan
Fulton Ave & St Paul's Pl,Bronx
41 St & 3 Ave,Brooklyn
Park Ave & E 162 St,Bronx
5 Ave & 41 St,Brooklyn
Turner Pl & Coney Island Ave,Brooklyn
E 156 St & Brook Ave,Bronx
81 St & 35 Ave,Queens
Case St & 94 St,Queens
E 51 St & 2 Ave,Manhattan
63 St & 59 Dr,Queens
Lincoln Ave & E 134 St,Bronx
Empire Blvd & New York Ave,Brooklyn
Fulton Ave & E 172 St,Bronx
Knickerbocker Ave & Moffat St,Brooklyn
Greenwich St & Rector St,Manhattan
65 Pl & 53 Ave,Queens
Anthony Ave & E 175 St,Bronx
Tiebout Ave & E Fordham Rd,Bronx
E New York Ave & Troy Ave,Brooklyn
Jerome Ave & W 193 St,Bronx
Lincoln Rd & Ocean Ave,Brooklyn
3 Ave & Wakeman Pl,Brooklyn
George St & Wilson Ave,Brooklyn
York St & Marin Blvd,Other
Wilkins Ave & Crotona Park E,Bronx
W 106 St & Central Park W,Manhattan
Greenpoint Ave & West St,Brooklyn
19 St & 8 Ave,Brooklyn
E 63 St & 3 Ave,Manhattan
E 182 St & Belmont Ave,Bronx
32 Ave & 77 St,Queens
Beverley Rd & Nostrand Ave,Brooklyn
Gerard Ave & McClellan St,Bronx
51 Ave & 61 St,Queens
54 St & 37 Ave,Queens
Clinton St & Cherry St,Manhattan
16 St & 4 Ave,Brooklyn
Sharon St & Olive St,Brooklyn
Park Ave & E Tremont Ave,Bronx
Bainbridge Ave & Bedford Park Blvd,Bronx
Mets Plaza at Citi Field,Queens
Stuyvesant Ave & Gates Ave,Brooklyn
W 181 St & Riverside Dr,Manhattan
E 138 St & Willow Ave,Bronx
Harrison Pl & Porter Ave,Brooklyn
62 St & Northern Blvd,Queens
1 St & 6 Ave,Brooklyn
55 Ave & 97 Pl,Queens
Vesey St & Greenwich St,Manhattan
48 St & 2 Ave,Brooklyn
Cauldwell Ave & E 158 St,Bronx
Marcy Ave & Hart St,Brooklyn
Howard St & Lafayette St,Manhattan
Jerome Ave & W 184 St,Bronx
W 211 St & 10 Ave,Manhattan
7 Ave & 41 St,Brooklyn
E 17 St & Beverley Rd,Brooklyn
Vyse Ave & E 181 St,Bronx
2 Ave & E 72 St,Manhattan
E 141 St & St Ann's Ave,Bronx
Madison St & Malcolm X Blvd,Brooklyn
11 St & Washington St,Other
34 Ave & 113 St,Queens
6 St & Grand St,Other
Nevins St & Schermerhorn St,Brooklyn
Central Park W & W 72 St,Manhattan
Jefferson Ave & Patchen Ave,Brooklyn
South St & Broad St,Manhattan
Seaman Ave & Beak St,Manhattan
34 Ave & 74 St,Queens
100 St & Lewis Ave,Queens
Woodside Ave & Roosevelt Ave,Queens
Jersey & 6th St,Other
57 St & 1 Ave,Brooklyn
Suydam St & St Nicholas Ave,Brooklyn
E 2 St & Ave A,Manhattan
Lefferts Ave & Albany Ave,Brooklyn
Nostrand Ave & Rutland Rd,Brooklyn
9 Ave & W 39 St,Manhattan
Frost St & Debevoise Ave,Brooklyn
River Ave & McClellan St,Bronx
Broadway & Morris St,Manhattan
McKeever Pl & Sullivan Pl,Brooklyn
Decatur Ave & Bedford Park Blvd,Bronx
51 Ave & Junction Blvd,Queens
Sherman Ave & Thayer St,Manhattan
Knickerbocker Ave & Halsey St,Brooklyn
Jefferson St & Cypress Ave,Brooklyn
Bergen St & Troy Ave,Brooklyn
Palmetto St & Traffic Ave,Queens
10 Ave & W 14 St,Manhattan
35 St & 23 Ave,Queens
Hancock St & Stuyvesant Ave,Brooklyn
Walton Ave & E 153 St,Bronx
E Mosholu Pkwy & E 204 St,Bronx
Grand St,Other
56 St & 2 Ave,Brooklyn
Roosevelt Ave & 104 St,Queens
Andrew Ave N & Hall of Fame Tce,Bronx
23 Rd & 31 St,Queens
24 Ave & 92 St,Queens
Dyckman St & Henshaw St,Manhattan
Bergen St & Saratoga Ave,Brooklyn
Cypress Ave & St Felix Ave,Queens
Grand Ave & 58 Ave,Queens
Broadway & Madison St,Brooklyn
Schenectady Ave & Prospect Pl,Brooklyn
E 54 St & 1 Ave,Manhattan
Boston Rd & Prospect Ave,Bronx
42 Pl & Northern Blvd,Queens
Lorimer St & Calyer St,Brooklyn
Broadway & W 131 St,Manhattan
Wakeman Pl & Ridge Blvd,Brooklyn
McDonald Ave & Vanderbilt St,Brooklyn
South Railroad Ave & Broadway,Queens
Cabrini Blvd & W 177 St,Manhattan
34 Ave & Junction Blvd,Queens
39 Ave & 45 St,Queens
Crotona Pkwy & Bronx Park S,Bronx
11 St & 44 Rd,Queens
Dyckman St & 10 Ave,Manhattan
Kingston Ave & Carroll St,Brooklyn
Forley St & Lamont Ave,Queens
W 82 St & Central Park W,Manhattan
Brooklyn Ave & Dean St,Brooklyn
Cypress Hills St & Otto Rd,Queens
Snyder Ave & Schenectady Ave,Brooklyn
E 19 St & Beverley Rd,Brooklyn
Marcy Ave & Gates Ave,Brooklyn
Tinton Ave & E 165 St,Bronx
Suydam St & Knickerbocker Ave,Brooklyn
44 St & 2 Ave,Brooklyn
Shore Blvd & Astoria Park,Queens
Townsend Ave & E 175 St,Bronx
Parkside Ave & Ocean Ave,Brooklyn
Bulova Ave & Brooklyn Queens Expressway W,Queens
Southern Blvd & E 187 St,Bronx
Flatbush Ave & Eastern Pkwy,Brooklyn
National St & 45 Ave,Queens
Old Broadway & W 133 St,Manhattan
Brook Ave & E 138 St,Bronx
Wyckoff Ave & Stanhope St,Brooklyn
Van Sinderen Ave & Atlantic Ave,Brooklyn
5 Ave & E 30 St,Manhattan
King St & Varick St,Manhattan
W 160 St & St Nicholas Ave,Manhattan
Martense Ave & 108 St,Queens
Flatbush Ave & Fenimore St,Brooklyn
Willow Ave & E 133 St,Bronx
Bleecker St & Forest Ave,Queens
E 43 St & Madison Ave,Manhattan
Brooklyn Ave & Tilden Ave,Brooklyn
Sterling Pl & Classon Ave,Brooklyn
Cortelyou Rd & Stratford Rd,Brooklyn
21 St & 23 Ave,Queens
River St & 1 St,Other
Plaza St East & Flatbush Ave,Brooklyn
Linden St & Knickerbocker Ave,Brooklyn
Sands St & Jay St,Brooklyn
Motorgate,Manhattan
Liberty St & Nassau St,Manhattan
Fulton St & Saratoga Ave,Brooklyn
W 42 St & 6 Ave,Manhattan
Pier 61 at Chelsea Piers,Manhattan
Hancock St & Malcolm X Blvd,Brooklyn
Stanton St & Norfolk St,Manhattan
Woodside Ave & 60 St,Queens
63 St & 5 Ave,Brooklyn
W Broadway & W Houston St,Manhattan
Melrose St & Broadway,Brooklyn
36 St & 47 Ave,Queens
Skillman Ave & Honeywell St,Queens
Willoughby Ave & Myrtle Ave,Brooklyn
Popham Ave & W 174 St,Bronx
21 St & 20 Ave,Queens
3 Ave & E 82 St,Manhattan
3 Ave & E 189 St,Bronx
Marcy Ave & Rutledge St,Brooklyn
61 St & Woodside Ave,Queens
Cypress Ave & Palmetto St,Queens
Brooklyn Ave & Beverley Rd,Brooklyn
Ditmars Blvd & 73 St,Queens
65 St & Roosevelt Ave,Queens
Greenwich St & Perry St,Manhattan
Orchard St & Grand St,Manhattan
Eagle St & Manhattan Ave,Brooklyn
Sedgwick Ave & W 231 St,Bronx
Macombs Rd & W 175 St,Bronx
Seneca Ave & Irvine St,Bronx
Bushwick Ave & Harman St,Brooklyn
Hudson St & W 13 St,Manhattan
Putnam Ave & Wyckoff Ave,Brooklyn
E 35 St & Madison Ave,Manhattan
Flushing Ave & Woodward Ave,Queens
Kent Ave & Division Ave,Brooklyn
Parkside Ave & Parade Pl,Brooklyn
14 St Ferry - 14 St & Shipyard Ln,Other
Troy Ave & Linden Blvd,Brooklyn
Adams St & 12 St,Other
Schermerhorn St & Hoyt St,Brooklyn
Dwight St & Dikeman St,Brooklyn
Knickerbocker Ave & George St,Brooklyn
Schenectady Ave & Maple St,Brooklyn
Columbus Park - Clinton St & 9 St,Other
E 176 St & Clinton Ave,Bronx
University Ave & W Burnside Ave,Bronx
W 54 St & 11 Ave,Manhattan
39 Dr & 52 St,Queens
Kent Ave & Grand St,Brooklyn
2 Ave & 36 St,Brooklyn
72 St & 41 Ave,Queens
E 58 St & 1 Ave (NE Corner),Manhattan
Delancey St & Eldridge St,Manhattan
34 St & 4 Ave,Brooklyn
W 51 St & Rockefeller Plaza,Manhattan
E 169 St & Fox St,Bronx
W Tremont Ave & Montgomery Ave,Bronx
6 Ave & W 45 St,Manhattan
47 Ave & 104 St,Queens
Church Ave & E 42 St,Brooklyn
Sheridan Ave & E 168 St,Bronx
Crotona Ave & E 183 St,Bronx
Convent Ave & W 135 St,Manhattan
92 St & 37 Ave,Queens
River Ter & Warren St,Manhattan
E 51 St & Linden Blvd,Brooklyn
Lefferts Ave & Schenectady Ave,Brooklyn
E 165 St & Clay Ave,Bronx
E 170 St & Webster Ave,Bronx
New York Ave & Hawthorne St,Brooklyn
51 Ave & Van Loon St,Queens
Broadway & W 160 St,Manhattan
60 Pl & Flushing Ave,Queens
Roosevelt Island Tramway,Manhattan
S 4 St & Roebling St,Brooklyn
Naples Terrace & Godwin Terrace,Bronx
Hudson Blvd W & W 36 St,Manhattan
39 Ave & 54 St,Queens
Church Sq Park - 5 St & Park Ave,Other
Skillman Ave & 43 Ave,Queens
Caton Ave & Bedford Ave,Brooklyn
W 50 St & 10 Ave,Manhattan
Jefferson Ave & Evergreen Ave,Brooklyn
Albany Ave & Park Pl,Brooklyn
6 Ave & 21 St,Brooklyn
Southwest Park - Jackson St & Observer Hwy,Other
W 160 St & Riverside Dr,Manhattan
Winthrop St & Albany Ave,Brooklyn
Schenectady Ave & Pacific St,Brooklyn
Church Ave & McDonald Ave,Brooklyn
Bedford Ave & Beverley Rd,Brooklyn
W 155 St & Frederick Douglass Blvd,Manhattan
W 218 St & Indian Rd,Manhattan
W 135 St & Lenox Terrace Pl,Manhattan
47 Ave & 48 St,Queens
E 7 St & Ave B,Manhattan
E 132 St & Madison Ave,Manhattan
Metropolitan Ave & Vandervoort Ave,Brooklyn
Broadway & Kent Ave,Brooklyn
Menahan St & Onderdonk Ave,Queens
Broadway & Kosciuszko St,Brooklyn
Rogers Ave & Lenox Rd,Brooklyn
Bainbridge Ave & E 193 St,Bronx
Grove St & Broadway,Brooklyn
Corona Ave & 92 St,Queens
Ogden Ave & Merriam Ave,Bronx
79 St & Roosevelt Ave,Queens
W 25 St & 9 Ave,Manhattan
46 St & 6 Ave,Brooklyn
Somers St & Rockaway Ave,Brooklyn
DeKalb Ave & Bedford Ave,Brooklyn
Wadsworth Ave & W 179 St,Manhattan
Ralph Ave & Fulton St,Brooklyn
E 149 St & Park Ave,Bronx
E 157 St & River Ave,Bronx
Fort Hamilton Pkwy & E 2 St,Brooklyn
Eastern Pkwy & Schenectady Ave,Brooklyn
34 Ave & 31 St,Queens
E 8 St & Caton Ave,Brooklyn
Steinway St & Broadway,Queens
21 St & 21 Ave,Queens
Lexington Ave & Stuyvesant Ave,Brooklyn
Lincoln Park,Other
30 Ave & 47 St,Queens
21 St & 4 Ave,Brooklyn
49 St & 25 Ave,Queens
Adam Clayton Powell Blvd & W 151 St,Manhattan
Ditmars Blvd & 79 St,Queens
40 Ave & Crescent St,Queens
Greene Ave & Myrtle Ave,Brooklyn
N 7 St & Driggs Ave,Brooklyn
Perry St & Greenwich Ave,Manhattan
36 St & Queens Blvd,Queens
31 Ave & 84 St,Queens
Myrtle Ave & Grove St,Brooklyn
Nassau St & Duffield St,Brooklyn
Thompson St & Bleecker St,Manhattan
52 St & 1 Ave,Brooklyn
Van Cortlandt Park S & Gouverneur Ave,Bronx
Metropolitan Ave & Flushing Ave,Queens
Willis Ave & Bruckner Blvd,Bronx
37 Ave & 113 St,Queens
Central Ave & Himrod St,Brooklyn
91 St & 31 Ave,Queens
Onderdonk Ave & Dekalb Ave,Queens
Bailey Ave & W 238 St,Bronx
President St & Nostrand Ave,Brooklyn
E 182 St & Park Ave,Bronx
E 40 St & Park Ave,Manhattan
39 St & 50 Ave,Queens
Ditmars Blvd & 31 Dr,Queens
Cauldwell Ave & E 161 St,Bronx
Central Park W & W 91 St,Manhattan
Sterling St & Nostrand Ave,Brooklyn
103 St & Martense Ave,Queens
Bergen St & Kingston Ave,Brooklyn
67 Ave & Fresh Pond Rd,Queens
Maurice Ave & 53 Dr,Queens
Woodside Ave & 69 St,Queens
33 St & Queens Blvd,Queens
West St & Liberty St,Manhattan
Goble Pl & Macombs Rd,Bronx
Walker St & Baxter St,Manhattan
Central Ave & Woodbine St,Brooklyn
Eastern Pkwy & Ralph Ave,Brooklyn
34 Ave & 83 St,Queens
Madison St & Seneca Ave,Queens
48 St & Broadway,Queens
Walnut Ave & E 136 St,Bronx
Convent Ave & W 151 St,Manhattan
W 56 St & 8 Ave,Manhattan
Grand Concourse & E 156 St,Bronx
Monroe St & Patchen Ave,Brooklyn
Decatur Ave & E 197 St,Bronx
Stewart Ave & Johnson Ave,Brooklyn
Goulden Ave & W 197 St,Bronx
56 Dr & 59 St,Queens
Lenox Ave & W 140 St,Manhattan
41 Ave & 67 St,Queens
20 Ave & 42 St,Queens
Gerard Ave & E 164 St,Bronx
Central Ave & Melrose St,Brooklyn
7 Ave & 62 St,Brooklyn
Chauncey St & Malcolm X Blvd,Brooklyn
Adam Clayton Powell Blvd & W 138 St,Manhattan
60 Pl & Bleecker St,Queens
Bridge St & Front St,Brooklyn
E 34 St & Church Ave,Brooklyn
91 St & 23 Ave,Queens
Madison St & Woodward Ave,Queens
E 128 St & 3 Ave,Manhattan
Walton Ave & E 168 St,Bronx
Waverly Ave & Lafayette Ave,Brooklyn
Ave A & E 14 St,Manhattan
10 Ave & W 202 St,Manhattan
Lafayette St & Grand St,Manhattan
5 Ave & W 139 St,Manhattan
W 133 St & 12 Ave,Manhattan
60 Pl & 67 Ave,Queens
Wilson Ave & Troutman St,Brooklyn
Suydam St & Broadway,Brooklyn
W 64 St & Thelonious Monk Circle,Manhattan
45 Ave & 21 St,Queens
W 47 St & 6 Ave,Manhattan
Broadway & W 133 St,Manhattan
Washington Ave & Park Pl,Brooklyn
Menahan St & Central Ave,Brooklyn
Kingsland Ave & Nassau Ave,Brooklyn
Adam Clayton Powell Blvd & W 130 St,Manhattan
St Marks Ave & Rochester Ave,Brooklyn
India St Pier,Brooklyn
Cypress Ave & George St,Queens
3 Ave & E Tremont Ave,Bronx
Tilden Ave & Nostrand Ave,Brooklyn
Calyer St & West St,Brooklyn
48 Ave & 41 St,Queens
E 23 St & FDR Dr,Manhattan
65 St & Otto Rd,Queens
New York Ave & Montgomery St,Brooklyn
65 St & Broadway,Queens
Amsterdam Ave & W 167 St,Manhattan
Grand Concourse & E 167 St,Bronx
Old Slip & South St,Manhattan
34 Ave & 48 St,Queens
E 138 St & Cypress Ave,Bronx
55 Ave & Center Blvd,Queens
Washington Ave & E 163 St,Bronx
Steinway St & Ditmars Blvd,Queens
St Ann's Ave & Westchester Ave,Bronx
